tree	subject	relation	object	class
 ( ROOT  ( S  ( NP  ( PRP It )  )   ( VP  ( VBZ begins )   ( NP  ( NN life )  )   ( PP  ( IN with )   ( NP  ( NP  ( NP  ( DT a )   ( ADJP  ( QP  ( $ $ )   ( CD 75 )   ( CD 0 )  )  )   ( JJ annual )   ( NN debt )  )   ( PP  ( NN service )   ( NP  ( NN burden )  )  )  )   ( CC and )   ( CC and )   ( NP  ( NP  ( DT a )   ( JJ negative )   ( NN book )   ( NN value )  )   ( PP  ( IN of )   ( NP  ( QP  ( RB nearly )   ( $ $ )   ( CD 300 )   ( CD 0 )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( PRP It )  ) 	 ( VBZ begins ) 	 ( NP  ( NN life )  ) 	1
 ( ROOT  ( S  ( NP  ( PRP It )  )   ( VP  ( VBD said )   ( SBAR  ( S  ( NP  ( PRP it )  )   ( VP  ( VBD wanted )   ( NP  ( DT the )   ( NN court )   ( S  ( VP  ( TO to )   ( VP  ( VB establish )   ( SBAR  ( IN whether )   ( S  ( NP  ( DT the )   ( NN government )  )   ( VP  ( VBD had )   ( VP  ( VBN failed )   ( S  ( VP  ( TO to )   ( VP  ( `` `` )   ( VB apply )   ( NP  ( DT the )   ( JJ same )   ( NNS rule )  )   (   )   ( PP  ( TO to )   ( NP  ( PDT all )   ( DT the )   ( NNS bidder )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( PRP It )  ) 	 ( VBD said ) 	 ( NP  ( PRP it )  ) 	1
 ( ROOT  ( S  ( NP  ( PRP It )  )   ( VP  ( VBZ s )   ( NP  ( DT an )   ( ADJP  ( ADJP  ( JJ effective )  )   ( , , )   ( ADJP  ( ADVP  ( RB maybe )   ( RB even )  )   ( JJ subversive )  )   ( , , )  )   ( NN way )   ( S  ( VP  ( TO to )   ( VP  ( VB get )   ( NP  ( DT the )   ( NN message )  )   ( PP  ( IN across )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( PRP It )  ) 	 ( VBZ s ) 	 ( NP  ( DT an )   ( ADJP  ( ADJP  ( JJ effective )  )   ( , , )   ( ADJP  ( ADVP  ( RB maybe )   ( RB even )  )   ( JJ subversive )  )   ( , , )  )   ( NN way )   ( S  ( VP  ( TO to )   ( VP  ( VB get )   ( NP  ( DT the )   ( NN message )  )   ( PP  ( IN across )  )  )  )  )  ) 	1
 ( ROOT  ( S  ( NP  ( DT The )   ( NN drill )  )   ( VP  ( VBZ has )   ( NP  ( NP  ( DT a )   ( JJ keyless )   ( NN chuck )  )   ( CC and )   ( NP  ( NP  ( DT a )   ( JJ built-in )   ( NN level )  )   ( PP  ( IN for )   ( S  ( VP  ( VBG drilling )   ( NP  ( NP  ( JJ straight )   ( NNS hole )  )   ( CC and )   ( NP  ( NP  ( JJ nonslip )   ( NN texturing )  )   ( PP  ( IN over )   ( NP  ( DT the )   ( JJ whole )   ( NN drill )   ( NN body )  )  )  )  )   ( S  ( VP  ( TO to )   ( VP  ( VB provide )   ( NP  ( DT a )   ( NN firm )   ( NN grip )  )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT The )   ( NN drill )  ) 	 ( VBZ has ) 	 ( NP  ( JJ nonslip )   ( NN texturing )  ) 	1
 ( ROOT  ( S  ( NP  ( DT The )   ( NN drill )  )   ( VP  ( VBZ has )   ( NP  ( NP  ( DT a )   ( JJ keyless )   ( NN chuck )  )   ( CC and )   ( NP  ( NP  ( DT a )   ( JJ built-in )   ( NN level )  )   ( PP  ( IN for )   ( S  ( VP  ( VBG drilling )   ( NP  ( NP  ( JJ straight )   ( NNS hole )  )   ( CC and )   ( NP  ( NP  ( JJ nonslip )   ( NN texturing )  )   ( PP  ( IN over )   ( NP  ( DT the )   ( JJ whole )   ( NN drill )   ( NN body )  )  )  )  )   ( S  ( VP  ( TO to )   ( VP  ( VB provide )   ( NP  ( DT a )   ( NN firm )   ( NN grip )  )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT The )   ( NN drill )  ) 	 ( VBZ has ) 	 ( NP  ( DT a )   ( JJ built-in )   ( NN level )  ) 	1
 ( ROOT  ( S  ( NP  ( DT The )   ( NN drill )  )   ( VP  ( VBZ has )   ( NP  ( NP  ( DT a )   ( JJ keyless )   ( NN chuck )  )   ( CC and )   ( NP  ( NP  ( DT a )   ( JJ built-in )   ( NN level )  )   ( PP  ( IN for )   ( S  ( VP  ( VBG drilling )   ( NP  ( NP  ( JJ straight )   ( NNS hole )  )   ( CC and )   ( NP  ( NP  ( JJ nonslip )   ( NN texturing )  )   ( PP  ( IN over )   ( NP  ( DT the )   ( JJ whole )   ( NN drill )   ( NN body )  )  )  )  )   ( S  ( VP  ( TO to )   ( VP  ( VB provide )   ( NP  ( DT a )   ( NN firm )   ( NN grip )  )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT The )   ( NN drill )  ) 	 ( VBZ has ) 	 ( NP  ( DT a )   ( JJ keyless )   ( NN chuck )  ) 	1
 ( ROOT  ( S  ( NP  ( PRP I )  )   ( VP  ( VBD showed )   ( NP  ( PRP him )  )   ( NP  ( NP  ( CD 15 )   ( NNS photograph )  )   ( SBAR  ( WHNP  ( WDT which )  )   ( S  ( VP  ( VBD represented )   ( SBAR  ( WHNP  ( WP what )  )   ( S  ( NP  ( PRP I )  )   ( VP  ( VBD felt )   ( SBAR  ( S  ( NP  ( DT the )   ( NN movie )  )   ( VP  ( MD should )   ( VP  ( VB look )   ( CC and )   ( VB feel )   ( PP  ( IN like )  )  )  )  )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( PRP I )  ) 	 ( VBD felt ) 	 ( NP  ( DT the )   ( NN movie )  ) 	1
 ( ROOT  ( S  ( NP  ( PRP I )  )   ( VP  ( VBD showed )   ( NP  ( PRP him )  )   ( NP  ( NP  ( CD 15 )   ( NNS photograph )  )   ( SBAR  ( WHNP  ( WDT which )  )   ( S  ( VP  ( VBD represented )   ( SBAR  ( WHNP  ( WP what )  )   ( S  ( NP  ( PRP I )  )   ( VP  ( VBD felt )   ( SBAR  ( S  ( NP  ( DT the )   ( NN movie )  )   ( VP  ( MD should )   ( VP  ( VB look )   ( CC and )   ( VB feel )   ( PP  ( IN like )  )  )  )  )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( PRP I )  ) 	 ( VBD showed ) 	 ( NP  ( PRP him )  ) 	1
 ( ROOT  ( S  ( NP  ( NNP seattle )  )   ( VP  ( VBZ s )   ( NP  ( NP  ( NN roster )  )   ( SBAR  ( S  ( VP  ( VBZ be )   ( ADJP  ( JJ old )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP seattle )  ) 	 ( VBZ s ) 	 ( NP  ( NP  ( NN roster )  )   ( SBAR  ( S  ( VP  ( VBZ be )   ( ADJP  ( JJ old )  )  )  )  )  ) 	1
 ( ROOT  ( S  ( NP  ( NP  ( NNP Jane )   ( NNP Boynton )  )   ( , , )   ( NP  ( NP  ( DT a )   ( NN nurse )  )   ( PP  ( IN from )   ( NP  ( NNP miami )  )  )   ( SBAR  ( WHNP  ( WP who )  )   ( S  ( VP  ( VBD heard )   ( S  ( NP  ( NNP Forbes )  )   ( VP  ( VB speak )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP christian )   ( NNP coalition )   ( NN convention )  )  )  )  )  )  )  )  )   ( , , )  )   ( VP  ( VBD said )   ( : : )   ( `` `` )   ( S  ( NP  ( PRP He )  )   ( VP  ( VBD said )   ( SBAR  ( WHADJP  ( RB exactly )   ( WP what )  )   ( S  ( NP  ( DT the )   ( NNS people )  )   ( VP  ( VBD wanted )   ( S  ( VP  ( TO to )   ( VP  ( VB hear )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT a )   ( NN nurse )  ) 	 ( VBD heard ) 	 ( NP  ( NNP Forbes )  ) 	1
 ( ROOT  ( S  ( NP  ( DT The )   ( NN couple )  )   ( VP  ( VP  ( VBD be )   ( VP  ( VP  ( VBG riding )   ( PP  ( IN in )   ( NP  ( NP  ( DT a )   ( VBN rented )   ( NNP Mercedes-Benz )  )   ( CC and )   ( NP  ( ADVP  ( CC and )  )   ( DT the )   ( NN driver )  )  )  )  )   ( CC and )   ( VP  ( VBG trying )   ( S  ( VP  ( TO to )   ( VP  ( VB avoid )   ( NP  ( NP  ( DT the )   ( NNS photographer )   ( POS  )  )   ( NN harassment )  )  )  )  )  )  )  )   ( CC and )   ( VP  ( VBD crashed )   ( NP  ( DT the )   ( NN car )  )   ( PP  ( IN at )   ( NP  ( JJ high )   ( NN speed )  )  )   ( PP  ( IN against )   ( NP  ( DT a )   ( JJ concrete )   ( NN pillar )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT The )   ( NN couple )  ) 	 ( VBD crashed ) 	 ( NP  ( DT the )   ( NN car )  ) 	1
 ( ROOT  ( S  ( NP  ( DT A )   ( JJ similar )   ( NN bill )  )   ( VP  ( VBZ be )   ( UCP  ( PP  ( VBG pending )   ( PP  ( IN in )   ( NP  ( DT the )   ( NNP senate )  )  )  )   ( CC and )   ( VP  ( VBN sponsored )   ( PP  ( IN by )   ( NP  ( NP  ( NP  ( NNP florida )   ( NNP sens )   ( NNP Connie )   ( NNP mack )  )   ( CC and )   ( NP  ( DT a )   ( JJ Republican )  )  )   ( CC and )   ( NP  ( CC and )   ( NP  ( NNP bob )   ( NNP graham )  )   ( CC and )   ( NP  ( DT a )   ( NNP democrat )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT A )   ( JJ similar )   ( NN bill )  ) 	 ( VBZ be ) 	 ( PP  ( VBG pending )   ( PP  ( IN in )   ( NP  ( DT the )   ( NNP senate )  )  )  ) 	1
 ( ROOT  ( S  ( NP  ( PRP She )  )   ( VP  ( VBD said )   ( SBAR  ( S  ( NP  ( PRP she )  )   ( VP  ( VBD be )   ( VP  ( VBG looking )   ( ADVP  ( RB forward )  )   ( PP  ( TO to )   ( S  ( VP  ( VBG returning )   ( PP  ( TO to )   ( NP  ( NNP texas )  )  )   ( PP  ( IN with )   ( NP  ( PRP$ her )   ( NN family )  )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( PRP She )  ) 	 ( VBD said ) 	 ( NP  ( PRP she )  ) 	1
 ( ROOT  ( S  ( NP  ( JJ Syrian )   ( NNP president )   ( NNP Hafez )   ( NNP Assad )  )   ( VP  ( VBZ hopes )   ( SBAR  ( S  ( NP  ( DT the )   ( NN violence )  )   ( VP  ( MD will )   ( VP  ( VB pressure )   ( NP  ( NNP israel )  )   ( PP  ( IN into )   ( S  ( VP  ( VBG relinquishing )   ( NP  ( NP  ( DT the )   ( NNP golan )   ( NNP heights )   ( , , )   ( NN land )  )   ( SBAR  ( S  ( NP  ( PRP it )  )   ( VP  ( VBD captured )   ( PP  ( IN in )   ( NP  ( DT the )   ( CD 1967 )   ( NN war )  )  )  )  )  )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( JJ Syrian )   ( NNP president )   ( NNP Hafez )   ( NNP Assad )  ) 	 ( VBZ hopes ) 	 ( NP  ( DT the )   ( NN violence )  ) 	1
 ( ROOT  ( S  ( NP  ( NNP Woodson )  )   ( VP  ( VP  ( VBD kept )   ( NP  ( NNP Chiaverini )  )   ( PP  ( IN behind )   ( NP  ( PRP him )  )  )  )   ( CC and )   ( VP  ( VBD made )   ( NP  ( DT the )   ( VBG leaping )   ( NN interception )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP michigan )   ( CD 45 )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP Woodson )  ) 	 ( VBD kept ) 	 ( NP  ( NNP Chiaverini )  ) 	1
 ( ROOT  ( S  ( NP  ( NNP Woodson )  )   ( VP  ( VP  ( VBD kept )   ( NP  ( NNP Chiaverini )  )   ( PP  ( IN behind )   ( NP  ( PRP him )  )  )  )   ( CC and )   ( VP  ( VBD made )   ( NP  ( DT the )   ( VBG leaping )   ( NN interception )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP michigan )   ( CD 45 )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP Woodson )  ) 	 ( VBD made ) 	 ( NP  ( DT the )   ( VBG leaping )   ( NN interception )  ) 	1
 ( ROOT  ( S  ( NP  ( NNP Bensonhurst )  )   ( VP  ( VBZ be )   ( NP  ( NP  ( DT a )   ( JJ vintage )   ( JJ Italian )   ( NN neighborhood )  )   ( CC and )   ( NP  ( NP  ( DT a )   ( NN place )  )   ( PP  ( IN of )   ( NP  ( NP  ( JJ tidy )   ( JJ two-family )   ( NN brick )   ( NNS home )  )   ( VP  ( VBN adorned )   ( PP  ( IN with )   ( NP  ( NNPS madonna )  )  )   ( PP  ( IN in )   ( NP  ( NP  ( DT the )   ( NN front )   ( NN yard )  )   ( CC and )   ( NP  ( NP  ( JJ American )   ( NNS flag )  )   ( VP  ( VBG snapping )   ( PP  ( IN over )   ( NP  ( DT the )   ( JJ front )   ( NNS door )  )  )  )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP Bensonhurst )  ) 	 ( VBZ be ) 	 ( NP  ( DT a )   ( JJ vintage )   ( JJ Italian )   ( NN neighborhood )  ) 	1
 ( ROOT  ( S  ( NP  ( NNP Grbac )  )   ( VP  ( VBD wore )   ( NP  ( DT a )   ( JJ quizzical )   ( NN look )  )   ( , , )   ( PP  ( IN like )   ( NP  ( NP  ( DT a )   ( NN guy )  )   ( SBAR  ( WHNP  ( WP who )  )   ( S  ( VP  ( VBD be )   ( VP  ( VBN given )   ( NP  ( DT a )   ( JJ wonderful )   ( NN gift )  )   ( PP  ( IN by )   ( NP  ( PRP$ his )   ( JJS worst )   ( NN enemy )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP Grbac )  ) 	 ( VBD wore ) 	 ( NP  ( DT a )   ( JJ quizzical )   ( NN look )  ) 	1
 ( ROOT  ( S  ( NP  ( PRP He )  )   ( VP  ( VP  ( VBD took )   ( PP  ( TO to )   ( NP  ( DT the )   ( NN idea )  )  )  )   ( CC and )   ( VP  ( VBZ has )   ( VP  ( VBN encouraged )   ( NP  ( DT the )   ( NN couple )  )   ( ADVP  ( RB ever )   ( IN since )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( PRP He )  ) 	 ( VBD took ) 	 ( PP  ( TO to )   ( NP  ( DT the )   ( NN idea )  )  ) 	1
 ( ROOT  ( S  ( NP  ( PRP He )  )   ( VP  ( VBD be )   ( ADVP  ( RB so )  )   ( VP  ( VBN inspired )   ( PP  ( IN by )   ( NP  ( NP  ( NNP Snyder )  )   ( SBAR  ( S  ( VP  ( VBZ s )   ( NP  ( NP  ( NN speech )  )   ( PP  ( IN on )   ( SBAR  ( WHADVP  ( WRB how )  )   ( S  ( NP  ( PRP he )  )   ( VP  ( VBD made )   ( NP  ( DT the )   ( NN program )  )   ( NP  ( NP  ( DT a )   ( NN success )  )   ( SBAR  ( WHNP  ( WDT that )  )   ( S  ( SBAR  ( WHADVP  ( WRB when )  )   ( S  ( NP  ( PRP he )  )   ( VP  ( VBD learned )   ( SBAR  ( S  ( NP  ( NNP Snyder )  )   ( VP  ( VBD had )   ( S  ( VP  ( TO to )   ( VP  ( VB hurry )   ( PP  ( TO to )   ( NP  ( DT the )   ( NN airport )  )  )  )  )  )  )  )  )  )  )  )   ( , , )   ( NP  ( NNP riley )  )   ( VP  ( VBD begged )   ( S  ( VP  ( TO to )   ( VP  ( VB go )   ( ADVP  ( IN along )  )   ( PP  ( IN for )   ( NP  ( DT the )   ( NN ride )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( PRP He )  ) 	 ( VBD learned ) 	 ( NP  ( NNP Snyder )  ) 	1
 ( ROOT  ( S  ( NP  ( PRP He )  )   ( VP  ( VBD be )   ( ADVP  ( RB so )  )   ( VP  ( VBN inspired )   ( PP  ( IN by )   ( NP  ( NP  ( NNP Snyder )  )   ( SBAR  ( S  ( VP  ( VBZ s )   ( NP  ( NP  ( NN speech )  )   ( PP  ( IN on )   ( SBAR  ( WHADVP  ( WRB how )  )   ( S  ( NP  ( PRP he )  )   ( VP  ( VBD made )   ( NP  ( DT the )   ( NN program )  )   ( NP  ( NP  ( DT a )   ( NN success )  )   ( SBAR  ( WHNP  ( WDT that )  )   ( S  ( SBAR  ( WHADVP  ( WRB when )  )   ( S  ( NP  ( PRP he )  )   ( VP  ( VBD learned )   ( SBAR  ( S  ( NP  ( NNP Snyder )  )   ( VP  ( VBD had )   ( S  ( VP  ( TO to )   ( VP  ( VB hurry )   ( PP  ( TO to )   ( NP  ( DT the )   ( NN airport )  )  )  )  )  )  )  )  )  )  )  )   ( , , )   ( NP  ( NNP riley )  )   ( VP  ( VBD begged )   ( S  ( VP  ( TO to )   ( VP  ( VB go )   ( ADVP  ( IN along )  )   ( PP  ( IN for )   ( NP  ( DT the )   ( NN ride )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( PRP He )  ) 	 ( VBD made ) 	 ( NP  ( DT a )   ( NN success )  ) 	1
 ( ROOT  ( S  ( NP  ( PRP He )  )   ( VP  ( VBD be )   ( ADVP  ( RB so )  )   ( VP  ( VBN inspired )   ( PP  ( IN by )   ( NP  ( NP  ( NNP Snyder )  )   ( SBAR  ( S  ( VP  ( VBZ s )   ( NP  ( NP  ( NN speech )  )   ( PP  ( IN on )   ( SBAR  ( WHADVP  ( WRB how )  )   ( S  ( NP  ( PRP he )  )   ( VP  ( VBD made )   ( NP  ( DT the )   ( NN program )  )   ( NP  ( NP  ( DT a )   ( NN success )  )   ( SBAR  ( WHNP  ( WDT that )  )   ( S  ( SBAR  ( WHADVP  ( WRB when )  )   ( S  ( NP  ( PRP he )  )   ( VP  ( VBD learned )   ( SBAR  ( S  ( NP  ( NNP Snyder )  )   ( VP  ( VBD had )   ( S  ( VP  ( TO to )   ( VP  ( VB hurry )   ( PP  ( TO to )   ( NP  ( DT the )   ( NN airport )  )  )  )  )  )  )  )  )  )  )  )   ( , , )   ( NP  ( NNP riley )  )   ( VP  ( VBD begged )   ( S  ( VP  ( TO to )   ( VP  ( VB go )   ( ADVP  ( IN along )  )   ( PP  ( IN for )   ( NP  ( DT the )   ( NN ride )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( PRP He )  ) 	 ( VBD learned ) 	 ( NP  ( NNP Snyder )  ) 	1
 ( ROOT  ( S  ( NP  ( NNP Hatley )  )   ( VP  ( VBD created )   ( NP  ( DT a )   ( JJ wild )   ( NN garden )  )   ( PRN  ( CC and )   ( ADJP  ( JJ complete )   ( PP  ( IN with )   ( NP  ( NP  ( NP  ( JJ long )   ( NNS grass )   ( CC and )   ( NNS hillock )  )   ( CC and )   ( NP  ( NNS wildflower )   ( CC and )   ( NNS pathway )  )  )   ( CC and )   ( SBAR  ( WHNP  ( IN that )  )   ( S  ( VP  ( VBD turned )   ( NP  ( DT the )   ( JJ underground )   ( NN stage )  )   ( PP  ( IN at )   ( NP  ( DT the )   ( NNP manhattan )   ( NNP theater )   ( NNP club )  )  )   ( PP  ( IN into )   ( NP  ( NP  ( DT a )   ( JJ thrilling )   ( NN terrarium )  )   ( CC and )   ( NP  ( DT a )   ( NN reminder )  )  )  )  )  )  )  )  )  )  )   ( SBAR  ( IN that )   ( S  ( PP  ( IN in )   ( NP  ( NP  ( DT any )   ( NN production )  )   ( CC and )   ( NP  ( NP  ( DT any )  )   ( PP  ( IN of )   ( NP  ( DT the )   ( JJ myriad )   ( NNS collaborator )  )  )  )  )  )   ( VP  ( MD may )   ( VP  ( VB leave )   ( NP  ( DT a )   ( JJ brilliant )   ( NN mark )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP Hatley )  ) 	 ( VBD created ) 	 ( NP  ( DT a )   ( JJ wild )   ( NN garden )  ) 	1
 ( ROOT  ( S  ( NP  ( NNP bush )  )   ( VP  ( VBD instructed )   ( NP  ( NP  ( NNP secretary )  )   ( PP  ( IN of )   ( NP  ( NNP state )   ( NNP Colin )   ( NNP powell )  )  )  )   ( S  ( VP  ( TO to )   ( VP  ( VB begin )   ( NP  ( NP  ( JJ intensive )   ( NN diplomacy )  )   ( VP  ( VBN aimed )   ( PP  ( IN at )   ( S  ( VP  ( VBG crafting )   ( NP  ( NP  ( DT a )   ( NNP un )   ( NNP security )   ( NNP council )   ( NN resolution )  )   ( SBAR  ( WHNP  ( WDT that )  )   ( S  ( VP  ( MD would )   ( VP  ( VP  ( VB amount )   ( PP  ( TO to )   ( NP  ( NP  ( DT an )   ( NN ultimatum )  )   ( PP  ( IN for )   ( NP  ( NNP iraq )  )  )  )  )  )   ( : : )   ( VP  ( VB comply )   ( CC or )   ( VB face )   ( NP  ( NP  ( DT the )   ( NN prospect )  )   ( PP  ( IN of )   ( NP  ( JJ military )   ( NN attack )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP bush )  ) 	 ( VBD instructed ) 	 ( NP  ( NP  ( NNP secretary )  )   ( PP  ( IN of )   ( NP  ( NNP state )   ( NNP Colin )   ( NNP powell )  )  )  ) 	1
 ( ROOT  ( S  ( NP  ( NN hose )  )   ( VP  ( VBD contracted )   ( NP  ( NN inhalation )   ( NN anthrax )  )   ( PP  ( IN while )   ( S  ( VP  ( VBG handling )   ( NP  ( NN mail )  )   ( PP  ( IN for )   ( NP  ( NP  ( DT the )   ( NNP state )   ( NNP department )  )   ( PP  ( IN in )   ( NP  ( NNP sterling )   ( , , )   ( NNP va )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NN hose )  ) 	 ( VBD contracted ) 	 ( NP  ( NN inhalation )   ( NN anthrax )  ) 	1
 ( ROOT  ( S  ( NP  ( NP  ( DT An )   ( JJ online )   ( NN bidder )  )   ( PP  ( IN in )   ( NP  ( NNP Boerne )  )  )  )   ( VP  ( VBD paid )   ( SBAR  ( S  ( NP  ( NP  ( $ $ )   ( CD 525 )  )   ( PP  ( IN for )   ( NP  ( DT a )   ( JJ 20-inch )   ( NNP Sony )   ( NN television )  )  )  )   ( VP  ( VBD set )   ( SBAR  ( IN that )   ( S  ( VP  ( VBZ retails )   ( PP  ( IN at )   ( NP  ( QP  ( JJR less )   ( IN than )   ( $ $ )   ( CD 350 )  )   ( JJ new )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP Boerne )  ) 	 ( VBD paid ) 	 ( NP  ( $ $ )   ( CD 525 )  ) 	1
 ( ROOT  ( S  ( NP  ( NP  ( DT An )   ( JJ online )   ( NN bidder )  )   ( PP  ( IN in )   ( NP  ( NNP Boerne )  )  )  )   ( VP  ( VBD paid )   ( SBAR  ( S  ( NP  ( NP  ( $ $ )   ( CD 525 )  )   ( PP  ( IN for )   ( NP  ( DT a )   ( JJ 20-inch )   ( NNP Sony )   ( NN television )  )  )  )   ( VP  ( VBD set )   ( SBAR  ( IN that )   ( S  ( VP  ( VBZ retails )   ( PP  ( IN at )   ( NP  ( QP  ( JJR less )   ( IN than )   ( $ $ )   ( CD 350 )  )   ( JJ new )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT An )   ( JJ online )   ( NN bidder )  ) 	 ( VBD paid ) 	 ( NP  ( $ $ )   ( CD 525 )  ) 	1
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( NNP bank )  )   ( PP  ( IN of )   ( NP  ( NNP japan )  )  )  )   ( VP  ( VBD said )   ( PP  ( IN in )   ( NP  ( NP  ( PRP$ its )   ( JJ quarterly )   ( NN report )  )   ( , , )   ( NP  ( DT the )   ( `` `` )   ( NN josei )   ( NN handan )   ( , , )   (   )  )  )  )   ( SBAR  ( IN that )   ( S  ( NP  ( PRP it )  )   ( VP  ( VBZ expects )   ( NP  ( NP  ( NN m2 )   ( CC + )   ( NNS cd )  )   ( SBAR  ( S  ( VP  ( TO to )   ( VP  ( VB grow )   ( PP  ( IN by )   ( IN about )   ( NP  ( NP  ( CD 3.0 )   ( NN percent )  )   ( PP  ( IN in )   ( NP  ( DT the )   ( NNP july )   ( NN quarter )  )  )  )  )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NP  ( DT The )   ( NNP bank )  )   ( PP  ( IN of )   ( NP  ( NNP japan )  )  )  ) 	 ( VBD said ) 	 ( NP  ( PRP$ its )   ( JJ quarterly )   ( NN report )  ) 	1
 ( ROOT  ( S  ( NP  ( DT Some )   ( CD 75 )   ( NN percent )  )   ( VP  ( VBD said )   ( SBAR  ( S  ( NP  ( PRP it )  )   ( VP  ( MD would )   ( RB not )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT Some )   ( CD 75 )   ( NN percent )  ) 	 ( VBD said ) 	 ( NP  ( PRP it )  ) 	1
 ( ROOT  ( S  ( NP  ( DT The )   ( JJ 12-month )   ( NN target )   ( NN price )  )   ( VP  ( VBZ be )   ( NP  ( NP  ( $ HK$ )   ( CD 51.00 )  )   ( PP  ( IN per )   ( NP  ( NN share )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT The )   ( JJ 12-month )   ( NN target )   ( NN price )  ) 	 ( VBZ be ) 	 ( NP  ( $ HK$ )   ( CD 51.00 )  ) 	1
 ( ROOT  ( S  ( NP  ( NNP lucas )  )   ( VP  ( VBZ plays )   ( NP  ( NN banner )   ( NNS s )  )   ( NP  ( NP  ( NN nemesis )  )   ( , , )   ( NP  ( NN Maj )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP lucas )  ) 	 ( VBZ plays ) 	 ( NP  ( NN Maj )  ) 	1
 ( ROOT  ( S  ( NP  ( NP  ( NNP mar )  )   ( SBAR  ( S  ( `` ` )   ( NP  ( FW ie )  )   ( VP  ( VBD said )   ( NP  ( DT the )   ( NN government )  )  )  )  )  )   ( VP  ( MD will )   ( ADVP  ( RB also )  )   ( VP  ( `` `` )   ( VB encourage )   (   )   ( NP  ( NP  ( DT the )   ( NN merger )  )   ( PP  ( IN of )   ( NP  ( JJ insolvent )   ( NNS banks )  )  )  )   ( PP  ( IN with )   ( NP  ( JJ solvent )   ( NNS one )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP mar )  ) 	 ( VBD said ) 	 ( NP  ( DT the )   ( NN government )  ) 	1
