@relation rillof.triples.sentences.txt-weka.filters.unsupervised.attribute.NumericToBinary-R5

@attribute tree string
@attribute subject string
@attribute relation string
@attribute object string
@attribute class_binarized {0,1}

@data
' ( ROOT ( S ( NP ( NN khoisan ) ( NN language ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN family ) ) ( PP ( IN of ) ( NP ( NP ( NNS language ) ) ( VP ( VBN spoken ) ( PP ( IN in ) ( NP ( JJ southern ) ( NNP africa ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS language ) ) ',' ( VB Spoken ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN kinetoscope ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN device ) ) ( VP ( VBN invented ) ( PP ( IN by ) ( NP ( NNP edison ) ) ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBD gave ) ( NP ( NP ( DT an ) ( NN impression ) ) ( PP ( IN of ) ( NP ( NN movement ) ) ) ) ( SBAR ( IN as ) ( S ( NP ( NP ( DT an ) ( JJ endless ) ( NN loop ) ) ( PP ( IN of ) ( NP ( NN film ) ) ) ) ( VP ( VBD moved ) ( ADVP ( RB continuously ) ) ( PP ( IN over ) ( NP ( NP ( DT a ) ( JJ light ) ( NN source ) ) ( PP ( IN with ) ( NP ( DT a ) ( JJ rapid ) ( NN shutter ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN device ) ) ',' ( VB Invented ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN kordofanian ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN group ) ) ( PP ( IN of ) ( NP ( NP ( NNS language ) ) ( VP ( VBN spoken ) ( PP ( IN in ) ( NP ( NP ( DT the ) ( ADJP ( RB relatively ) ( JJ small ) ) ( NNP kordofan ) ( NN area ) ) ( PP ( IN of ) ( NP ( DT the ) ( JJ south ) ( NNP sudan ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS language ) ) ',' ( VB Spoken ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN lavabo ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN basin ) ) ( PP ( IN for ) ( S ( VP ( VBG washing ) ( NP ( DT the ) ( NNS hands ) ) ) ) ) ) ) ) ) ',' ( NP ( DT the ) ( NNS hands ) ) ',' ( VB Washing ) ',' ( PP ( IN by ) ( NP ( NN thing ) ) ) ',1
' ( ROOT ( S ( NP ( NN lavatory ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN toilet ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ be ) ( VP ( VBN cleaned ) ( PP ( IN of ) ( NP ( NN waste ) ) ) ( PP ( IN by ) ( NP ( NP ( DT the ) ( NN flow ) ) ( PP ( IN of ) ( NP ( NN water ) ) ) ) ) ( PP ( IN through ) ( NP ( PRP it ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT the ) ( NN flow ) ) ( PP ( IN of ) ( NP ( NN water ) ) ) ) ',' ( VB Cleaned ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN lieutenant ) ( NNP commander ) ( NNP Pavlic ) ) ( VP ( VBD received ) ( NP ( DT the ) ( NNP purple ) ( NNP heart ) ) ( ADVP ( RB posthumously ) ) ) ( . . ) ) ) ',' ( NP ( NN lieutenant ) ( NNP commander ) ( NNP Pavlic ) ) ',' ( VBD received ) ',' ( NP ( DT the ) ( NNP purple ) ( NNP heart ) ) ',1
' ( ROOT ( S ( NP ( NN life ) ( NN expectancy ) ) ( VP ( VBZ be ) ( NP ( DT an ) ( JJ expected ) ( NN time ) ( S ( VP ( TO to ) ( VP ( VB live ) ( SBAR ( IN as ) ( S ( VP ( VBN calculated ) ( PP ( IN on ) ( NP ( NP ( DT the ) ( NN basis ) ) ( PP ( IN of ) ( NP ( JJ statistical ) ( NNS probability ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT the ) ( NN basis ) ) ( PP ( IN of ) ( NP ( JJ statistical ) ( NNS probability ) ) ) ) ',' ( VB Calculated ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN lineage ) ) ( VP ( VBZ be ) ( NP ( NP ( VBN inherited ) ( NNS property ) ) ( VP ( VBN shared ) ( PP ( IN with ) ( NP ( NP ( NNS others ) ) ( PP ( IN of ) ( NP ( PRP$ your ) ( NN bloodline ) ) ) ) ) ) ) ) ) ) ',' ( NP ( VBN inherited ) ( NNS property ) ) ',' ( VB Shared ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN liner ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN piece ) ) ( PP ( IN of ) ( NP ( NN cloth ) ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ be ) ( VP ( VBN used ) ( PP ( IN as ) ( NP ( NP ( DT the ) ( JJ inside ) ( NN surface ) ) ( PP ( IN of ) ( NP ( DT a ) ( NN garment ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT the ) ( JJ inside ) ( NN surface ) ) ( PP ( IN of ) ( NP ( DT a ) ( NN garment ) ) ) ) ',' ( VB Used ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN mapping ) ) ( VP ( VBZ be ) ( NP ( DT a ) ( JJ mathematical ) ( NN relation ) ) ( PP ( JJ such ) ) ( SBAR ( IN that ) ( S ( NP ( NP ( DT each ) ( NN element ) ) ( PP ( IN of ) ( NP ( DT a ) ( VBN given ) ( NN set ) ) ) ) ( VP ( VBZ be ) ( VP ( VBN associated ) ( PP ( IN with ) ( NP ( NP ( DT an ) ( NN element ) ) ( PP ( IN of ) ( NP ( DT another ) ( NN set ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT an ) ( NN element ) ) ( PP ( IN of ) ( NP ( DT another ) ( NN set ) ) ) ) ',' ( VB Associated ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN meat ) ) ( VP ( VBZ be ) ( NP ( NP ( DT the ) ( NN flesh ) ) ( PP ( IN of ) ( NP ( NP ( NNS animal ) ) ( VP ( VBN used ) ( PP ( IN as ) ( NP ( NN food ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS animal ) ) ',' ( VB Used ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN mike ) ) ( VP ( VBZ be ) ( NP ( NP ( NN device ) ) ( PP ( IN for ) ( S ( VP ( VBG converting ) ( NP ( JJ sound ) ( NNS wave ) ) ( PP ( IN into ) ( NP ( JJ electrical ) ( NN energy ) ) ) ) ) ) ) ) ) ) ',' ( NP ( JJ sound ) ( NNS wave ) ) ',' ( VB Converting ) ',' ( PP ( IN by ) ( NP ( NN thing ) ) ) ',1
' ( ROOT ( S ( NP ( NN modem ) ) ( VP ( VBZ be ) ( NP ( NP ( JJ electronic ) ( NN equipment ) ) ( VP ( VBG consisting ) ( PP ( IN of ) ( NP ( NP ( DT a ) ( NN device ) ) ( VP ( VBN used ) ( S ( VP ( TO to ) ( VP ( VB connect ) ( NP ( NNS computer ) ) ( PP ( IN by ) ( NP ( DT a ) ( NN telephone ) ( NN line ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN device ) ) ',' ( VB Usedtoconnect ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN mudskipper ) ) ( VP ( VBZ be ) ( VP ( VBN found ) ( PP ( IN in ) ( NP ( NP ( JJ tropical ) ( JJ coastal ) ( NNS region ) ) ( PP ( IN of ) ( NP ( NNP africa ) ( CC and ) ( NNP asia ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( JJ tropical ) ( JJ coastal ) ( NNS region ) ) ( PP ( IN of ) ( NP ( NNP africa ) ( CC and ) ( NNP asia ) ) ) ) ',' ( VB Found ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN munda-mon-khmer ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN family ) ) ( PP ( IN of ) ( NP ( NP ( NNS language ) ) ( VP ( VBN spoken ) ( PP ( IN in ) ( NP ( ADJP ( JJ southern ) ( CC and ) ( JJ southeastern ) ) ( NNP asia ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS language ) ) ',' ( VB Spoken ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN murkiness ) ) ( VP ( VBZ be ) ( NP ( NP ( DT an ) ( NN atmosphere ) ) ( SBAR ( WHPP ( IN in ) ( WHNP ( WDT which ) ) ) ( S ( NP ( NN visibility ) ) ( VP ( VBZ be ) ( VP ( VBN reduced ) ( PP ( IN because ) ( IN of ) ( NP ( NP ( DT a ) ( NN cloud ) ) ( PP ( IN of ) ( NP ( DT some ) ( NN substance ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT a ) ( NN cloud ) ) ( PP ( IN of ) ( NP ( DT some ) ( NN substance ) ) ) ) ',' ( VB Reduced ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN nakedness ) ) ( VP ( VBZ be ) ( VP ( VBN characterized ) ( PP ( IN by ) ( NP ( NP ( DT an ) ( NN attitude ) ) ( PP ( IN of ) ( NP ( JJ ready ) ( NN accessibility ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT an ) ( NN attitude ) ) ( PP ( IN of ) ( NP ( JJ ready ) ( NN accessibility ) ) ) ) ',' ( VB Characterized ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN nitrogen ) ( NN oxide ) ) ( VP ( VBZ be ) ( NP ( NP ( DT any ) ) ( PP ( IN of ) ( NP ( NP ( JJ several ) ( NNS oxide ) ) ( PP ( IN of ) ( NP ( NP ( NN nitrogen ) ) ( VP ( VBN formed ) ( PP ( IN by ) ( NP ( NP ( DT the ) ( NN action ) ) ( PP ( IN of ) ( NP ( JJ nitric ) ( NN acid ) ) ) ) ) ( PP ( IN on ) ( NP ( JJ oxidizable ) ( NNS material ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NN nitrogen ) ) ',' ( VB Formed ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN order ) ( NNS insessores ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN bird ) ) ( PP ( IN with ) ( NP ( NP ( NNS foot ) ) ( VP ( VBN adapted ) ( PP ( IN for ) ( S ( VP ( VBG perching ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS foot ) ) ',' ( VB Adapted ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN osmundaceae ) ) ( VP ( VBZ be ) ( NP ( NP ( JJ large ) ( NN family ) ) ( PP ( IN of ) ( NP ( NP ( NNS fern ) ) ( VP ( ADVP ( RB widely ) ) ( VBN distributed ) ( PP ( IN in ) ( NP ( JJ temperate ) ( CC and ) ( JJ tropical ) ( NNS area ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS fern ) ) ',' ( VB Distributed ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN paint ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN substance ) ) ( VP ( VBN used ) ( PP ( IN as ) ( NP ( DT a ) ( NN coating ) ) ) ( S ( VP ( TO to ) ( VP ( VB protect ) ( CC or ) ( VB decorate ) ( NP ( DT a ) ( NN surface ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN surface ) ) ',' ( VB Decorate ) ',' ( PP ( IN by ) ( NP ( NN thing ) ) ) ',1
' ( ROOT ( S ( NP ( NN petrolatum ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ semisolid ) ( NN mixture ) ) ( PP ( IN of ) ( NP ( NP ( NNS hydrocarbon ) ) ( VP ( VBN obtained ) ( PP ( IN from ) ( NP ( NN petroleum ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS hydrocarbon ) ) ',' ( VB Obtained ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN peul ) ) ( VP ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN family ) ) ( PP ( IN of ) ( NP ( NP ( NNS language ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( NNP fulani ) ) ( PP ( IN of ) ( NP ( NNP west ) ( NNP africa ) ) ) ) ) ) ) ) ) ( CC and ) ( VP ( VBN used ) ( PP ( IN as ) ( NP ( NP ( DT a ) ( NN lingua ) ( NN franca ) ) ( PP ( IN in ) ( NP ( DT the ) ( JJ sub-Saharan ) ( NNS region ) ) ) ) ) ( PP ( IN from ) ( NP ( NNP senegal ) ) ) ( PP ( TO to ) ( NP ( NNP chad ) ) ) ) ) ) ) ',' ( NP ( NNP senegal ) ) ',' ( VB Used ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN physalis ) ( NN viscosa ) ) ( VP ( VBZ be ) ( VP ( VBN found ) ( PP ( IN on ) ( NP ( NP ( NN sea ) ( NNS beach ) ) ( PP ( IN from ) ( NP ( NNP virginia ) ) ) ) ) ( PP ( TO to ) ( NP ( NP ( NNP south ) ( NNP america ) ) ( VP ( VBG having ) ( NP ( NP ( JJ greenish-yellow ) ( NNS flower ) ) ( CC and ) ( NP ( NN orange ) ( CC or ) ( JJ yellow ) ( NNS berry ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( NN sea ) ( NNS beach ) ) ( PP ( IN from ) ( NP ( NNP virginia ) ) ) ) ',' ( VB Found ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN piece ) ( NNS good ) ) ( VP ( VBZ be ) ( NP ( NP ( NN merchandise ) ) ( PP ( IN in ) ( NP ( NP ( DT the ) ( NN form ) ) ( PP ( IN of ) ( NP ( NP ( NNS fabric ) ) ( VP ( VBN sold ) ( PP ( IN by ) ( NP ( DT the ) ( NN yard ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS fabric ) ) ',' ( VB Sold ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN piroplasm ) ) ( VP ( VBZ be ) ( NP ( NP ( JJ minute ) ( NN parasite ) ) ( PP ( IN of ) ( NP ( NP ( JJ red ) ( NN blood ) ( NNS cell ) ) ( PP ( IN of ) ( NP ( NP ( NNS mammal ) ) ( VP ( VBN transmitted ) ( PP ( IN by ) ( NP ( NP ( DT a ) ( NN tick ) ) ( CC and ) ( NP ( NP ( VBG causing ) ( NNS disease ) ) ( PP ( IN of ) ( NP ( JJ domestic ) ( NNS animal ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS mammal ) ) ',' ( VB Transmitted ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN polo ) ( NN mallet ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN mallet ) ) ( VP ( VBN used ) ( S ( VP ( TO to ) ( VP ( VB strike ) ( NP ( NP ( DT the ) ( NN ball ) ) ( PP ( IN in ) ( NP ( NN polo ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN mallet ) ) ',' ( VB Usedtostrike ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN portraiture ) ) ( VP ( VBZ be ) ( NP ( NP ( DT the ) ( NN activity ) ) ( PP ( IN of ) ( S ( VP ( VBG making ) ( NP ( NNS portrait ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS portrait ) ) ',' ( VB Making ) ',' ( PP ( IN by ) ( NP ( NN thing ) ) ) ',0
' ( ROOT ( S ( NP ( NN portulaca ) ( NN grandiflora ) ) ( VP ( VBZ be ) ( ADVP ( RB widely ) ) ( VP ( VBN cultivated ) ( PP ( IN in ) ( NP ( NP ( NP ( JJ many ) ( NNS variety ) ) ( PP ( IN for ) ( NP ( JJ fleshy ) ( JJ moss-like ) ( NN foliage ) ) ) ) ( CC and ) ( NP ( NP ( NN profusion ) ) ( PP ( IN of ) ( NP ( ADJP ( RB brightly ) ( VBN colored ) ) ( NNS flower ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( NP ( JJ many ) ( NNS variety ) ) ( PP ( IN for ) ( NP ( JJ fleshy ) ( JJ moss-like ) ( NN foliage ) ) ) ) ( CC and ) ( NP ( NP ( NN profusion ) ) ( PP ( IN of ) ( NP ( ADJP ( RB brightly ) ( VBN colored ) ) ( NNS flower ) ) ) ) ) ',' ( VB Cultivated ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN postulator ) ) ( VP ( VBZ be ) ( NP ( NP ( NN someone ) ) ( SBAR ( WHNP ( WP who ) ) ( S ( VP ( VBZ assumes ) ( CC or ) ( VBZ takes ) ( NP ( NP ( NN something ) ) ( PP ( IN for ) ( S ( VP ( VBN granted ) ( PP ( IN as ) ( NP ( NP ( DT the ) ( NN basis ) ) ( PP ( IN of ) ( NP ( DT an ) ( NN argument ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT the ) ( NN basis ) ) ( PP ( IN of ) ( NP ( DT an ) ( NN argument ) ) ) ) ',' ( VB Granted ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN power ) ( NN grid ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN system ) ) ( PP ( IN of ) ( NP ( JJ high ) ( NN tension ) ( NNS cable ) ) ) ( SBAR ( WHPP ( IN by ) ( WHNP ( WDT which ) ) ) ( S ( NP ( JJ electrical ) ( NN power ) ) ( VP ( VBZ be ) ( VP ( VBN distributed ) ( PP ( IN throughout ) ( NP ( DT a ) ( NN region ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN region ) ) ',' ( VB Distributed ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN price ) ( NN control ) ) ( VP ( VBZ be ) ( NP ( NP ( NN restriction ) ) ( PP ( IN on ) ( NP ( NN maximum ) ( NNS price ) ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ be ) ( VP ( VBN established ) ( CC and ) ( VBN maintained ) ( PP ( IN by ) ( NP ( DT the ) ( NN government ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT the ) ( NN government ) ) ',' ( VB Established ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN price ) ( NN support ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN government ) ( NN subsidy ) ) ( VP ( VBN used ) ( S ( VP ( TO to ) ( VP ( VB maintain ) ( NP ( NNS price ) ) ( PP ( IN at ) ( NP ( DT a ) ( JJ certain ) ( NN level ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN government ) ( NN subsidy ) ) ',' ( VB Usedtomaintain ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN principle ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ basic ) ( NN generalization ) ) ( SBAR ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ be ) ( VP ( VBN accepted ) ( PP ( IN as ) ( ADJP ( JJ true ) ) ) ) ) ) ) ( CC and ) ( SBAR ( IN that ) ( S ( VP ( MD can ) ( VP ( VB be ) ( VP ( VBN used ) ( PP ( IN as ) ( NP ( NP ( DT a ) ( NN basis ) ) ( PP ( IN for ) ( NP ( NN reasoning ) ( CC or ) ( NN conduct ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT a ) ( NN basis ) ) ( PP ( IN for ) ( NP ( NN reasoning ) ( CC or ) ( NN conduct ) ) ) ) ',' ( VB Used ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN pyocyanase ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ yellow-green ) ( NN mixture ) ) ( PP ( IN of ) ( NP ( NP ( NNS antibiotic ) ) ( VP ( VBN obtained ) ( PP ( IN from ) ( NP ( NP ( DT the ) ( FW bacillus ) ) ( PP ( IN of ) ( NP ( JJ green ) ( NN pus ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS antibiotic ) ) ',' ( VB Obtained ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN quadrant ) ) ( VP ( VBZ be ) ( NP ( NP ( DT the ) ( NN area ) ) ( VP ( VBN enclosed ) ( PP ( IN by ) ( NP ( NP ( CD 2 ) ( JJ perpendicular ) ( NNS radius ) ) ( PP ( IN of ) ( NP ( DT a ) ( NN circle ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT the ) ( NN area ) ) ',' ( VB Enclosed ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN radius ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ circular ) ( NN region ) ) ( SBAR ( WHNP ( WP$ whose ) ( NN area ) ) ( S ( VP ( VBZ be ) ( VP ( VBN indicated ) ( PP ( IN by ) ( NP ( NP ( DT the ) ( NN length ) ) ( PP ( IN of ) ( NP ( PRP$ its ) ( NN radius ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT the ) ( NN length ) ) ( PP ( IN of ) ( NP ( PRP$ its ) ( NN radius ) ) ) ) ',' ( VB Indicated ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN rectory ) ) ( VP ( VBZ be ) ( NP ( NP ( DT an ) ( JJ official ) ( NN residence ) ) ( PP ( VBN provided ) ( PP ( IN by ) ( NP ( NP ( DT a ) ( NN church ) ) ( PP ( IN for ) ( NP ( NN parson ) ( CC or ) ( NN vicar ) ( CC or ) ( NN rector ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT a ) ( NN church ) ) ( PP ( IN for ) ( NP ( NN parson ) ( CC or ) ( NN vicar ) ( CC or ) ( NN rector ) ) ) ) ',' ( VB Provided ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN reef ) ) ( VP ( VBZ be ) ( NP ( NP ( CD 1 ) ) ( PP ( IN of ) ( NP ( NP ( JJ several ) ( NNS strip ) ) ( PP ( IN across ) ( NP ( NP ( DT a ) ( NN sail ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VP ( MD can ) ( VP ( VB be ) ( VP ( VBN taken ) ( PP ( IN in ) ) ) ) ) ( CC or ) ( VP ( VBD rolled ) ( PRT ( RP up ) ) ( S ( VP ( TO to ) ( VP ( VB lessen ) ( NP ( NP ( DT the ) ( NN area ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( NN sail ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ be ) ( VP ( VBN exposed ) ( PP ( TO to ) ( NP ( DT the ) ( NN wind ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT the ) ( NN area ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( NN sail ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ be ) ( VP ( VBN exposed ) ( PP ( TO to ) ( NP ( DT the ) ( NN wind ) ) ) ) ) ) ) ) ) ) ',' ( VB Lessen ) ',' ( PP ( IN by ) ( NP ( NN thing ) ) ) ',1
' ( ROOT ( S ( NP ( NN reindeer ) ( NN moss ) ) ( VP ( VBZ be ) ( NP ( NP ( NP ( DT an ) ( JJ erect ) ( JJ greyish ) ( VBG branching ) ( NN lichen ) ) ( PP ( IN of ) ( NP ( NNP arctic ) ) ) ) ( CC and ) ( NP ( NP ( RB even ) ( DT some ) ( NN north ) ( JJ temperate ) ( NNS region ) ) ( VP ( VP ( VBG constituting ) ( NP ( NP ( DT the ) ( JJ chief ) ( NN food ) ) ( PP ( IN for ) ( NP ( NN reindeer ) ( CC and ) ( NN caribou ) ) ) ) ) ( CC and ) ( ADVP ( RB sometimes ) ) ( VP ( VBG be ) ( VP ( VBN eaten ) ( PP ( IN by ) ( NP ( NNS humans ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS humans ) ) ',' ( VB Eaten ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN rotation ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN transformation ) ) ( SBAR ( WHPP ( IN in ) ( WHNP ( WDT which ) ) ) ( S ( NP ( DT the ) ( JJ coordinate ) ( NNS ax ) ) ( VP ( VBP be ) ( VP ( VBN rotated ) ( PP ( IN by ) ( NP ( NP ( DT a ) ( VBN fixed ) ( NN angle ) ) ( PP ( IN about ) ( NP ( DT the ) ( NN origin ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT a ) ( VBN fixed ) ( NN angle ) ) ( PP ( IN about ) ( NP ( DT the ) ( NN origin ) ) ) ) ',' ( VB Rotated ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN roux ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN mixture ) ) ( PP ( IN of ) ( NP ( NN fat ) ( CC and ) ( NN flour ) ) ) ( UCP ( ADJP ( JJ heated ) ) ( CC and ) ( VP ( VBN used ) ( PP ( IN as ) ( NP ( NP ( DT a ) ( NN basis ) ) ( PP ( IN for ) ( NP ( NNS sauce ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT a ) ( NN basis ) ) ( PP ( IN for ) ( NP ( NNS sauce ) ) ) ) ',' ( VB Used ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN salmagundi ) ) ( VP ( VBZ be ) ( VP ( VBN cooked ) ( NP ( NP ( NNS meat ) ) ( CC and ) ( NP ( NP ( NNS eggs ) ( CC and ) ( NNS vegetable ) ) ( VP ( VP ( ADVP ( RB usually ) ) ( VBN arranged ) ( PP ( IN in ) ( NP ( NP ( NNS row ) ) ( PP ( IN around ) ( NP ( DT the ) ( NN plate ) ) ) ) ) ) ( CC and ) ( VP ( VBN dressed ) ( PP ( IN with ) ( NP ( NP ( DT a ) ( NN salad ) ) ( VP ( VBG dressing ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT a ) ( NN salad ) ) ( VP ( VBG dressing ) ) ) ',' ( VB Arranged ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN salmagundi ) ) ( VP ( VBZ be ) ( VP ( VBN cooked ) ( NP ( NP ( NNS meat ) ) ( CC and ) ( NP ( NP ( NNS eggs ) ( CC and ) ( NNS vegetable ) ) ( VP ( VP ( ADVP ( RB usually ) ) ( VBN arranged ) ( PP ( IN in ) ( NP ( NP ( NNS row ) ) ( PP ( IN around ) ( NP ( DT the ) ( NN plate ) ) ) ) ) ) ( CC and ) ( VP ( VBN dressed ) ( PP ( IN with ) ( NP ( NP ( DT a ) ( NN salad ) ) ( VP ( VBG dressing ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT a ) ( NN salad ) ) ( VP ( VBG dressing ) ) ) ',' ( VB Dressed ) ',' ( NP ( NN thing ) ) ',0
